pl_name,hostname,pl_orbper,pl_radj,pl_bmassj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass
HD 108202 b,HD 108202,2990.0,nan,3.0,0.52,nan,nan,nan,0.74
HD 135625 b,HD 135625,4055.0,nan,2.3,0.16,nan,nan,nan,1.28
HD 185283 b,HD 185283,4060.0,nan,1.3,0.07,nan,nan,nan,0.8
GJ 9404 b,GJ 9404,13.4586,nan,0.03744,0.49,nan,nan,nan,0.62
HIP 29442 c,HD 42813,3.5379559,0.138,0.01416,nan,1123.0,5289.0,0.98,0.9
HIP 29442 d,HD 42813,6.429575,0.137,0.01617,nan,920.0,5289.0,0.98,0.9
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,nan,nan,1.07,nan,nan,nan,nan,0.37
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,nan,nan,0.26,nan,nan,nan,nan,0.63
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,nan,nan,0.31,nan,nan,nan,nan,0.18
Kepler-1651 b,Kepler-1651,9.87863917,0.164,nan,0.13,nan,3713.0,0.5,0.52
HD 99492 c,HD 99492,95.233,nan,0.05632,0.063,nan,4929.0,nan,0.85
75 Cet c,75 Cet,2051.62,nan,0.912,0.023,nan,4809.0,10.38,1.92
HIP 113103 b,HIP 113103,7.610303,0.163,nan,0.17,721.0,4930.0,0.74,0.76
HIP 113103 c,HIP 113103,14.245648,0.214,nan,0.17,585.0,4930.0,0.74,0.76
HAT-P-2 c,HAT-P-2,8500.0,nan,10.7,0.37,nan,nan,nan,1.33
TOI-199 c,TOI-199,273.69,nan,0.28,0.096,nan,5255.0,0.82,0.94
TOI-6651 b,TOI-6651,5.056973,0.454,0.19193,0.091,1493.0,5940.0,1.72,1.32
Kepler-1777 b,Kepler-1777,12.18420029,0.19,nan,nan,nan,5771.0,1.07,0.98
Kepler-1034 b,Kepler-1034,12.12400943,0.202,nan,nan,nan,5198.0,0.8,0.83
Kepler-109 c,Kepler-109,21.22265,0.236,0.0258,0.098,859.0,5950.0,1.39,1.09
Kepler-1978 b,Kepler-1978,10.84969477,0.238,nan,0.0,676.0,5251.0,0.78,0.87
Kepler-951 b,Kepler-951,71.52530845,0.499,nan,nan,nan,4834.0,0.73,0.77
Kepler-323 c,Kepler-323,3.5538229,0.14,0.0214,0.095,1431.0,6004.0,1.12,1.01
HIP 66074 b,HIP 66074,310.9,nan,5.0,0.948,nan,4300.0,0.69,0.7
Kepler-1513 c,Kepler-1513,841.4,nan,0.266,0.125,nan,5491.0,0.95,0.94
GJ 724 b,GJ 724,5.101284,nan,0.03382,0.577,611.0,3799.0,0.52,0.53
GJ 3988 b,GJ 3988,6.9442,nan,0.01161,0.0,348.0,3273.0,0.2,0.18
Kepler-1773 b,Kepler-1773,40.80970001,0.313,nan,nan,nan,6183.0,1.3,1.24
Kepler-1024 b,Kepler-1024,66.4162133,0.349,nan,nan,nan,5143.0,0.78,0.81
Kepler-967 b,Kepler-967,13.22713379,0.21,nan,nan,nan,5178.0,0.8,0.84
Kepler-49 c,Kepler-49,10.91,0.218,0.02637,0.008,nan,4095.6,0.62,0.61
Kepler-975 b,Kepler-975,1.97034246,0.132,nan,nan,nan,4897.0,0.75,0.8
Kepler-1775 b,Kepler-1775,85.65399933,0.325,nan,nan,nan,5818.0,1.65,1.15
TOI-1736 c,TOI-1736,571.25,nan,7.68024,0.3685,nan,5636.0,1.43,1.04
AU Mic d,AU Mic,12.73596,nan,0.00331,0.00305,nan,3678.0,0.74,0.51
GJ 806 b,GJ 806,0.9263237,0.119,0.00598,nan,940.0,3600.0,0.41,0.41
GJ 806 c,GJ 806,6.64064,nan,0.01825,nan,490.0,3600.0,0.41,0.41
HD 110067 b,HD 110067,9.113678,0.196,0.0179,nan,800.0,5266.0,0.79,0.8
HD 110067 c,HD 110067,13.673694,0.213,0.01982,nan,699.0,5266.0,0.79,0.8
HD 110067 d,HD 110067,20.519617,0.254,0.02681,nan,602.0,5266.0,0.79,0.8
HD 110067 e,HD 110067,30.793091,0.173,0.01227,nan,533.0,5266.0,0.79,0.8
HD 110067 f,HD 110067,41.05854,0.232,0.01586,nan,489.0,5266.0,0.79,0.8
HD 110067 g,HD 110067,54.76992,0.233,0.02643,nan,440.0,5266.0,0.79,0.8
HD 88986 b,HD 88986,146.05,0.222,0.05412,0.24,460.0,5861.0,1.54,1.25
HD 112570 b,HD 112570,2615.0,nan,3.42,0.2,nan,4750.0,9.85,1.15
HD 154391 b,HD 154391,5163.0,nan,9.1,0.2,nan,4909.0,8.56,2.07
LHS 3154 b,LHS 3154,3.71778,nan,0.04137,0.076,nan,2861.0,0.14,0.11
TOI-544 c,TOI-544,50.089,nan,0.06765,0.32,nan,4169.0,0.62,0.63
Kepler-317 b,Kepler-317,5.524242,0.186,nan,nan,nan,5497.0,0.94,nan
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,nan,nan,1.47,nan,nan,nan,nan,0.72
KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,nan,nan,21.0,nan,nan,nan,nan,0.13
HD 63433 d,HD 63433,4.209075,0.096,nan,0.16,1040.0,5688.0,0.91,0.99
OGLE-2019-BLG-1180L b,OGLE-2019-BLG-1180L,nan,nan,1.747,nan,nan,nan,nan,0.55
Kepler-995 b,Kepler-995,28.26731672,0.241,nan,nan,nan,5206.0,0.8,0.83
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,nan,nan,29.0,nan,nan,nan,nan,0.29
KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,nan,nan,19.0,nan,nan,nan,nan,0.21
KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L,nan,nan,21.0,nan,nan,nan,nan,0.32
Kepler-48 c,Kepler-48,9.67395,0.242,0.04597,nan,nan,5194.0,0.89,0.88
Kepler-1053 b,Kepler-1053,2.41435165,0.087,nan,nan,nan,4529.0,0.69,0.74
TIC 393818343 b,TIC 393818343,16.24921,1.087,4.34,0.6058,805.5,5756.0,1.09,1.08
TOI-1386 c,TOI-1386,232.0,nan,0.23661,0.38,nan,5735.0,1.02,1.04
TOI-238 c,TOI-238,8.465651,0.194,0.02108,0.36,696.0,5059.0,0.73,0.79
Kepler-48 f,Kepler-48,5219.681854,nan,0.93944,0.015283,nan,nan,nan,0.92
Kepler-100 e,Kepler-100,60.888588,nan,0.07596,0.026437,nan,nan,nan,1.1
Kepler-139 e,Kepler-139,2047.635373,nan,1.34071,0.013121,nan,nan,nan,1.08
HD 134606 b,HD 134606,12.089,nan,0.0286,0.092,nan,5576.0,1.16,1.05
HD 134606 c,HD 134606,58.883,nan,0.03559,0.055,nan,5576.0,1.16,1.05
HD 134606 d,HD 134606,966.5,nan,0.14096,0.092,nan,5576.0,1.16,1.05
Kepler-1772 b,Kepler-1772,3.21509004,0.24,nan,nan,nan,5541.0,0.93,0.94
HD 134606 e,HD 134606,4.3203,nan,0.00736,0.2,nan,5576.0,1.16,1.05
HD 134606 f,HD 134606,26.915,nan,0.01771,0.081,nan,5576.0,1.16,1.05
Teegarden's Star d,Teegarden's Star,26.13,nan,0.00258,0.07,159.0,3034.0,0.12,0.1
Kepler-416 b,Kepler-416,6.319,0.221,0.183,nan,nan,nan,1.07,1.0
Kepler-331 b,Kepler-331,8.457496,0.162,nan,nan,nan,4347.0,0.49,nan
Kepler-1671 b,Kepler-1671,4.16787,0.118,nan,nan,nan,5135.55,0.93,0.87
HS Psc b,HS Psc,3.986,nan,1.46,0.27,nan,4203.0,0.65,0.69
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,77.48,nan,1.8,0.0,683.0,6000.0,2.13,1.26
CI Tau c,CI Tau,25.2,nan,3.6,0.58,nan,nan,nan,nan
Kepler-487 d,Kepler-487,2.41839004,0.248,nan,nan,nan,5422.0,0.89,0.87
Kepler-1060 b,Kepler-1060,46.8779367,0.212,nan,nan,nan,5797.0,0.99,0.99
HD 104067 c,HD 104067,13.8992,nan,0.04153,0.29,nan,4952.0,0.78,0.82
Luhman 16 b,Luhman 16 A,9697.0,nan,29.4,0.344,nan,nan,nan,0.03
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,nan,nan,0.88,nan,nan,nan,nan,0.73
M62H b,M62H,0.13293503,nan,2.47,nan,nan,nan,nan,1.4
Kepler-350 c,Kepler-350,17.849,0.277,0.019,nan,nan,nan,1.25,1.0
OGLE-2017-BLG-0640L b,OGLE-2017-BLG-0640L,nan,nan,1.62,nan,nan,nan,nan,0.32
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,nan,nan,5.9,nan,nan,nan,nan,0.63
OGLE-2017-BLG-1237L b,OGLE-2017-BLG-1237L,nan,nan,3.8,nan,nan,nan,nan,0.46
IRAS 04125+2902 b,IRAS 04125+2902,8.834978,0.958,nan,nan,854.0,4080.0,1.45,0.7
Kepler-319 c,Kepler-319,6.941357,0.235,nan,nan,nan,5526.0,0.9,nan
HIP 39017 b,HIP 39017,31000.0,nan,23.6,0.55,nan,nan,nan,1.52
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,nan,nan,0.041,nan,nan,nan,nan,0.63
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,nan,nan,0.63,nan,nan,nan,nan,0.17
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,nan,nan,1.08,nan,nan,nan,nan,0.17
2MASS J11550485-7919108 b,2MASS J11550485-7919108,nan,nan,20.0,nan,2506.0,nan,nan,nan
2MASS J21252752-8138278 b,2MASS J21252752-8138278,nan,nan,12.0,nan,1616.0,nan,nan,nan
Kepler-1042 b,Kepler-1042,10.13202575,0.195,nan,nan,nan,4815.0,0.72,0.75
2MASS J03590986+2009361 b,2MASS J03590986+2009361,nan,nan,18.0,nan,2369.0,nan,nan,nan
ITG 15 b,ITG 15 A,nan,nan,21.0,nan,2601.0,nan,nan,nan
G 196-3 b,G 196-3,nan,nan,26.0,nan,1670.0,nan,nan,nan
Kepler-1026 b,Kepler-1026,36.5156053,0.197,nan,nan,nan,4948.0,0.75,0.79
2MASS J11011926-7732383 b,2MASS J11011926-7732383,nan,nan,28.0,nan,2677.0,nan,nan,nan
HIP 77900 b,HIP 77900,nan,nan,21.0,nan,2507.0,nan,nan,nan
TIC 139270665 b,TIC 139270665,23.624,0.645,0.463,0.105,703.0,5844.0,1.02,1.03
TIC 139270665 c,TIC 139270665,1010.0,nan,4.89,0.566,200.0,5844.0,1.02,1.03
2MASS J0249-0557 c,2MASS J0249-0557 A,nan,nan,11.6,nan,nan,nan,nan,0.05
SPECULOOS-3 b,SPECULOOS-3,0.71912603,0.087,nan,nan,553.0,2800.0,0.12,0.1
TOI-1224 b,TOI-1224,4.1782745,0.188,nan,nan,541.0,3326.0,0.4,0.4
TOI-1224 c,TOI-1224,17.945466,0.257,nan,0.0,nan,3326.0,0.4,0.4
UCAC3 113-933 b,UCAC3 113-933,nan,nan,21.0,nan,nan,nan,nan,0.61
UCAC4 328-061594 b,UCAC4 328-061594,nan,nan,21.0,nan,nan,nan,nan,1.19
GJ 900 b,GJ 900 A,nan,nan,11.0,nan,nan,nan,nan,1.08
NGTS-26 b,NGTS-26,4.5199279,1.328,0.292,0.0,1331.0,5550.0,1.16,0.96
TOI-1450 A c,TOI-1450 A,5.0688,nan,0.0048,nan,533.0,3437.0,0.48,0.48
MOA-2022-BLG-563L b,MOA-2022-BLG-563L,nan,nan,0.4,nan,nan,nan,nan,0.48
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,nan,nan,0.124,nan,nan,nan,nan,0.47
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,nan,nan,0.122,nan,nan,nan,nan,0.61
HD 284149 AB b,HD 284149 A,nan,nan,26.28,nan,2395.0,6035.0,1.36,nan
TOI-4527.01,TOI-4527,0.3994445,0.081,nan,nan,1362.926593,3702.0,0.49,0.48
Kepler-1032 b,Kepler-1032,3.29011795,0.167,nan,nan,nan,4647.0,0.71,0.77
Kepler-328 c,Kepler-328,71.312,0.482,0.124,nan,nan,nan,1.06,1.15
Kepler-11 d,Kepler-11,22.6845,0.278,0.023,0.004,nan,5663.0,1.06,0.96
OGLE-2023-BLG-0836L b,OGLE-2023-BLG-0836L,nan,nan,4.36,nan,nan,nan,nan,0.71
TIC 365102760 b,TIC 365102760,4.21285367,0.554,0.06041,0.406,nan,4900.0,3.13,1.17
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,nan,nan,0.04279,nan,nan,nan,nan,0.57
OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,nan,nan,4.35,nan,nan,nan,nan,0.69
HD 48948 b,HD 48948,7.34013,nan,0.01535,0.055,957.0,4593.0,0.68,0.69
HD 48948 c,HD 48948,38.06,nan,0.02287,0.55,553.0,4593.0,0.68,0.69
HD 48948 d,HD 48948,151.92,nan,0.03332,0.055,349.0,4593.0,0.68,0.69
TIC 241249530 b,TIC 241249530,165.7719,1.186,4.98,0.9412,nan,6166.0,1.4,1.27
TIC 46432937 b,TIC 46432937,1.44044527,1.188,3.2,0.009,872.0,3572.0,0.53,0.56
TOI-1294 c,TOI-1294,159.9,nan,0.46251,0.0,nan,5718.0,1.56,1.16
Kepler-1017 b,Kepler-1017,7.23400469,0.178,nan,nan,nan,5473.0,0.87,0.93
TOI-1410 c,TOI-1410,47.56,nan,0.08495,0.0,nan,4635.0,0.76,0.79
Gaia22dkvL b,Gaia22dkvL,nan,nan,0.591,nan,nan,nan,nan,1.15
TOI-1408 c,TOI-1408,2.1664,0.198,0.02391,0.1353,nan,6117.0,1.53,1.31
GJ 238 b,GJ 238,1.7446999,0.05,nan,nan,758.0,3485.0,0.43,0.42
HD 118203 c,HD 118203,5070.0,nan,11.1,0.257,146.0,5788.0,2.03,1.22
Kepler-974 b,Kepler-974,4.19449651,0.14,nan,nan,nan,3687.0,0.5,0.52
OGLE-2017-BLG-0448L b,OGLE-2017-BLG-0448L,nan,nan,0.04908,nan,nan,nan,nan,0.5
TIC 4672985 b,TIC 4672985,69.048,1.026,12.74,0.018,517.2,5757.0,1.15,1.01
Kepler-955 b,Kepler-955,14.53244172,0.279,nan,nan,nan,5350.0,0.84,0.89
HD 21520 b,HD 21520,25.1292,0.241,0.05569,0.0,637.0,5871.0,1.04,1.09
HD 222237 b,HD 222237,14892.0,nan,5.19,0.56,nan,4751.0,0.71,0.76
TOI-4562 c,TOI-4562,3990.0,nan,5.77,0.122,nan,6096.0,1.15,1.19
HIP 67522 c,HIP 67522,14.334892,0.708,nan,0.077,917.0,5675.0,1.38,1.22
Barnard b,Barnard's star,3.1533,nan,0.00116,0.16,400.0,3195.0,0.18,0.16
OGLE-2016-BLG-1598L b,OGLE-2016-BLG-1598L,nan,nan,0.38,nan,nan,nan,nan,0.55
OGLE-2016-BLG-1800L b,OGLE-2016-BLG-1800L,nan,nan,2.59,nan,nan,nan,nan,0.41
MOA-2016-BLG-526L b,MOA-2016-BLG-526L,nan,nan,0.047,nan,nan,nan,nan,0.37
KMT-2016-BLG-2321L b,KMT-2016-BLG-2321L,nan,nan,0.95,nan,nan,nan,nan,0.73
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,nan,nan,0.00827,nan,nan,nan,nan,0.51
HD 75898 c,HD 75898,6717.0,nan,8.49,0.08,nan,6122.0,nan,1.29
Kepler-158 d,Kepler-158,0.645088,0.038,nan,nan,nan,4895.97,0.67,0.66
Kepler-963 c,Kepler-963,0.919783,0.054,nan,nan,nan,5169.47,0.93,0.82
Kepler-879 c,Kepler-879,0.646716,0.036,nan,nan,nan,5456.75,1.02,0.97
Kepler-1489 c,Kepler-1489,0.680741,0.045,nan,nan,nan,5565.53,0.96,0.98
Kepler-1672 b,Kepler-1672,150.878,0.265,nan,nan,nan,6131.95,1.09,1.16
KOI-4978 b,KOI-4978,0.941967,0.062,nan,nan,nan,5050.28,0.97,0.86
Kepler-51 e,Kepler-51,264.284,nan,0.01699,0.02,nan,5674.0,0.87,0.96
Kepler-340 c,Kepler-340,22.824669,0.301,nan,nan,nan,6620.0,1.85,nan
Kepler-20 d,Kepler-20,77.611455,0.232,0.04216,0.082,430.0,5495.0,0.92,0.93
Kepler-20 b,Kepler-20,3.6961049,0.158,0.03052,0.083,1187.0,5495.0,0.92,0.93
Kepler-964 b,Kepler-964,13.5225106,0.189,nan,nan,nan,5427.0,0.84,0.93
Kepler-348 b,Kepler-348,7.05677,0.136,nan,nan,nan,6177.0,1.36,nan
TOI-2458 c,TOI-2458,16.553,nan,0.03216,0.29,nan,6005.0,1.31,1.05
KMT-2021-BLG-2609L b,KMT-2021-BLG-2609L,nan,nan,0.032,nan,nan,nan,nan,0.2
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L,nan,nan,0.513,nan,nan,nan,nan,0.37
HD 86728 b,HD 86728,31.1515,nan,0.02967,0.067,nan,5610.0,1.24,0.97
Kepler-338 b,Kepler-338,13.726976,0.218,nan,nan,nan,5923.0,1.74,nan
Kepler-111 b,Kepler-111,3.341815,0.141,nan,nan,nan,5952.0,1.16,nan
Kepler-970 b,Kepler-970,16.736525,0.233,nan,0.34,nan,4290.0,0.71,0.67
Kepler-959 b,Kepler-959,14.80074836,0.391,nan,nan,nan,7005.0,2.01,1.6
Kepler-1051 b,Kepler-1051,25.96200249,0.303,nan,nan,nan,6675.0,1.73,1.43
Kepler-1774 b,Kepler-1774,59.77080154,0.284,nan,nan,nan,6214.0,1.12,1.1
Kepler-333 b,Kepler-333,12.551158,0.118,nan,nan,nan,4259.0,0.53,nan
Kepler-1675 b,Kepler-1675,63.0382,0.279,nan,nan,nan,5853.19,1.13,1.06
Kepler-105 c,Kepler-105,7.12592,0.128,0.01762,0.02,nan,5933.0,1.03,0.99
Kepler-971 b,Kepler-971,9.59070716,0.19,nan,nan,nan,5431.0,0.85,0.88
Kepler-950 b,Kepler-950,98.7180406,0.801,nan,nan,nan,5857.0,1.02,1.02
Kepler-336 d,Kepler-336,20.678772,0.211,nan,nan,nan,5867.0,1.3,nan
Kepler-1783 b,Kepler-1783,8.27744007,0.118,nan,nan,nan,5129.0,1.78,0.89
Kepler-26 c,Kepler-26,17.2559,0.243,0.01951,nan,nan,3914.0,0.51,0.54
Kepler-996 b,Kepler-996,3.77059058,0.177,nan,nan,nan,6014.0,1.14,1.09
Kepler-1029 b,Kepler-1029,4.41769648,0.112,nan,nan,nan,5030.0,0.77,0.82
Kepler-948 b,Kepler-948,7.76846622,0.165,nan,nan,nan,5679.0,0.94,0.96
Kepler-1057 b,Kepler-1057,14.08827448,0.3,nan,nan,nan,5987.0,1.1,1.07
Kepler-1059 b,Kepler-1059,3.76419105,0.154,nan,nan,nan,4906.0,0.72,0.75
Kepler-965 b,Kepler-965,134.2527298,0.302,nan,nan,nan,5886.0,1.15,1.05
Kepler-952 b,Kepler-952,130.3546919,0.682,nan,nan,nan,5730.0,0.99,1.0
Kepler-1048 b,Kepler-1048,6.92101021,0.144,nan,nan,nan,4651.0,0.7,0.75
Kepler-102 d,Kepler-102,10.311767,0.103,0.00944,0.092,686.0,4909.0,0.72,0.8
Kepler-988 b,Kepler-988,17.76080053,0.185,nan,nan,nan,4005.0,0.53,0.55
Kepler-977 b,Kepler-977,26.85328322,0.234,nan,nan,nan,5315.0,0.83,0.87
Kepler-947 b,Kepler-947,26.9644317,0.203,nan,nan,nan,5508.0,0.87,0.9
Kepler-1781 b,Kepler-1781,4.88752985,0.212,nan,nan,nan,5568.0,0.96,1.05
Kepler-343 b,Kepler-343,8.96855,0.215,nan,nan,nan,5807.0,1.43,nan
Kepler-107 c,Kepler-107,4.901452,0.142,0.03146,0.08,1378.0,5854.0,1.45,1.24
Kepler-1021 b,Kepler-1021,13.47469571,0.208,nan,nan,nan,5431.0,0.86,0.89
Kepler-1006 b,Kepler-1006,19.76172042,0.137,nan,nan,nan,5328.0,0.74,0.78
Kepler-1009 b,Kepler-1009,11.35011917,0.194,nan,nan,nan,4027.0,0.57,0.59
Kepler-351 c,Kepler-351,57.24809,0.285,nan,nan,nan,5643.0,0.85,nan
Kepler-1027 b,Kepler-1027,1.9078052,0.079,nan,nan,nan,5436.0,0.82,0.91
Kepler-1035 b,Kepler-1035,2.71407755,0.104,nan,nan,nan,5763.0,0.97,0.98
Kepler-986 b,Kepler-986,56.4349938,0.211,nan,nan,nan,5642.0,0.98,0.96
Kepler-1780 b,Kepler-1780,109.4449997,0.322,nan,nan,nan,5403.0,0.87,0.87
Kepler-49 d,Kepler-49,2.576549,0.143,nan,nan,nan,4252.0,0.56,nan
Kepler-978 b,Kepler-978,49.6221509,0.267,nan,nan,nan,6002.0,1.09,1.07
Kepler-1002 b,Kepler-1002,4.33642933,0.153,nan,nan,nan,6144.0,1.57,1.22
Kepler-1005 b,Kepler-1005,6.49801525,0.134,nan,nan,nan,5782.0,1.06,1.0
Kepler-341 c,Kepler-341,8.01041,0.152,nan,nan,nan,6012.0,1.02,nan
Kepler-1015 b,Kepler-1015,16.00494214,0.317,nan,nan,nan,6769.0,1.81,1.49
Kepler-1769 b,Kepler-1769,89.1934967,0.398,nan,nan,nan,6071.0,1.29,1.06
Kepler-972 b,Kepler-972,7.03932553,0.415,nan,nan,nan,6146.0,1.22,1.15
Kepler-11 e,Kepler-11,31.9996,0.374,0.025,0.012,nan,5663.0,1.06,0.96
Kepler-1770 b,Kepler-1770,16.84189987,0.253,nan,nan,nan,5602.0,1.01,0.94
Kepler-1676 b,Kepler-1676,29.9221,0.301,nan,nan,nan,5878.3,1.06,nan
Kepler-961 b,Kepler-961,16.87727414,0.227,nan,nan,nan,5582.0,0.9,0.96
Kepler-1778 b,Kepler-1778,10.08740044,0.269,nan,nan,nan,6310.0,1.09,1.14
Kepler-1025 b,Kepler-1025,37.3229493,0.177,nan,nan,nan,6089.0,1.13,1.09
Kepler-107 b,Kepler-107,3.1800218,0.137,0.01196,0.1,1592.0,5854.0,1.45,1.24
Kepler-1782 b,Kepler-1782,5.75622988,0.199,nan,nan,nan,4931.0,0.73,0.79
Kepler-985 b,Kepler-985,116.331901,0.266,nan,nan,nan,5434.0,0.85,0.91
Kepler-327 b,Kepler-327,2.549575,0.099,nan,nan,nan,3799.0,0.49,nan
Kepler-25 c,Kepler-25,12.7207,0.465,0.0479,0.0061,nan,nan,1.32,1.17
Kepler-946 b,Kepler-946,11.79162572,0.172,nan,nan,nan,5665.0,0.93,0.94
Kepler-1014 b,Kepler-1014,16.57110363,0.213,nan,nan,nan,5388.0,0.84,0.88
Kepler-1010 b,Kepler-1010,34.2685705,0.207,nan,nan,nan,5253.0,0.82,0.86
Kepler-321 c,Kepler-321,13.093921,0.207,nan,nan,nan,5740.0,1.19,nan
Kepler-1038 b,Kepler-1038,148.4603382,0.315,nan,nan,nan,5335.0,0.83,0.87
Kepler-322 c,Kepler-322,4.337234,0.149,nan,nan,nan,5388.0,0.89,nan
Kepler-993 b,Kepler-993,22.08557563,0.265,nan,nan,nan,3843.0,0.54,0.57
Kepler-1013 b,Kepler-1013,18.93054959,0.192,nan,nan,nan,4954.0,0.76,0.81
Kepler-1054 b,Kepler-1054,4.30655689,0.235,nan,nan,nan,6209.0,1.34,1.22
Kepler-1033 b,Kepler-1033,7.56052806,0.224,nan,nan,nan,5547.0,0.92,0.94
Kepler-953 b,Kepler-953,88.40655258,0.376,nan,nan,nan,5416.0,0.99,0.95
Kepler-349 b,Kepler-349,5.929778,0.17,nan,nan,nan,5956.0,0.93,nan
Kepler-1784 b,Kepler-1784,13.59049988,0.25,nan,nan,nan,5442.0,0.97,0.89
Kepler-1768 b,Kepler-1768,15.13589954,0.199,nan,nan,nan,6050.0,1.57,1.24
Kepler-37 d,Kepler-37,39.7922622,0.181,0.00629,0.1,499.0,5357.0,0.79,0.79
Kepler-330 c,Kepler-330,15.955387,0.174,nan,nan,nan,5117.0,0.72,nan
Kepler-1003 b,Kepler-1003,3.55485691,0.159,nan,nan,nan,6109.0,1.17,1.11
Kepler-1055 b,Kepler-1055,2.29503623,0.11,nan,nan,nan,5723.0,0.94,0.98
Kepler-1008 b,Kepler-1008,12.43931193,0.114,nan,nan,nan,5066.0,0.78,0.81
Kepler-1045 b,Kepler-1045,26.41045478,0.24,nan,nan,nan,5301.0,0.82,0.86
Kepler-983 b,Kepler-983,60.0855082,0.211,nan,nan,nan,6052.0,1.08,1.13
Kepler-980 b,Kepler-980,11.55102504,0.238,nan,nan,nan,5935.0,1.06,1.05
Kepler-963 b,Kepler-963,9.97683705,0.237,nan,nan,nan,5461.0,0.87,0.91
Kepler-127 d,Kepler-127,48.630408,0.236,nan,nan,nan,6106.0,1.36,nan
Kepler-329 c,Kepler-329,18.684737,0.172,nan,nan,nan,4257.0,0.52,nan
Kepler-1674 b,Kepler-1674,62.5611,0.286,nan,nan,nan,5473.91,0.88,0.96
Kepler-1039 b,Kepler-1039,0.93488424,0.13,nan,nan,nan,4870.0,0.74,0.79
Kepler-1018 b,Kepler-1018,49.1013514,0.23,nan,nan,nan,5518.0,0.88,0.91
Kepler-335 b,Kepler-335,6.562331,0.302,nan,nan,nan,5877.0,1.85,nan
Kepler-1779 b,Kepler-1779,16.34359932,0.271,nan,nan,nan,5730.0,1.06,1.01
Kepler-1030 b,Kepler-1030,19.32952416,0.221,nan,nan,nan,4983.0,0.76,0.8
Kepler-25 b,Kepler-25,6.238297,0.245,0.0275,0.0029,nan,nan,1.32,1.17
Kepler-1058 b,Kepler-1058,110.96546,0.243,nan,nan,nan,4644.0,0.69,0.73
Kepler-1007 b,Kepler-1007,5.18500207,0.128,nan,nan,nan,4587.0,0.7,0.73
Kepler-1016 b,Kepler-1016,1.95452434,0.194,nan,nan,nan,5821.0,1.0,0.99
Kepler-345 c,Kepler-345,9.387427,0.107,nan,nan,nan,4504.0,0.62,nan
Kepler-958 b,Kepler-958,9.7678805,0.184,nan,nan,nan,5421.0,0.86,0.91
Kepler-326 c,Kepler-326,4.580358,0.125,nan,nan,nan,5105.0,0.8,nan
Kepler-352 c,Kepler-352,16.332995,0.111,nan,nan,nan,5212.0,0.78,nan
Kepler-346 b,Kepler-346,6.511127,0.237,nan,nan,nan,6033.0,1.02,nan
Kepler-127 c,Kepler-127,29.393195,0.237,nan,nan,nan,6106.0,1.36,nan
Kepler-987 b,Kepler-987,105.3033148,0.291,nan,nan,nan,5637.0,0.91,0.97
Kepler-999 b,Kepler-999,5.99185702,0.209,nan,nan,nan,6237.0,1.65,1.29
Kepler-962 b,Kepler-962,12.05707239,0.176,nan,nan,nan,5478.0,0.86,0.93
Kepler-344 b,Kepler-344,21.963945,0.233,nan,nan,nan,5774.0,0.98,nan
Kepler-1020 b,Kepler-1020,96.9151496,0.203,nan,nan,nan,5227.0,0.8,0.87
Kepler-984 b,Kepler-984,43.0342272,0.189,nan,nan,nan,5610.0,0.93,0.96
Kepler-479 b,Kepler-479,12.49341307,0.189,nan,nan,nan,5247.0,0.81,0.86
Kepler-1012 b,Kepler-1012,5.50860439,0.115,nan,nan,nan,5556.0,0.91,0.95
Kepler-949 b,Kepler-949,8.6893073,0.26,nan,nan,nan,5403.0,0.86,0.89
Kepler-979 b,Kepler-979,8.0880135,0.243,nan,nan,nan,5310.0,0.83,0.87
Kepler-1996 c,Kepler-1996,92.7297248,0.251,nan,0.0,276.0,4580.0,0.68,0.75
Kepler-982 b,Kepler-982,15.7738221,0.201,nan,nan,nan,6139.0,1.29,1.16
Kepler-1044 b,Kepler-1044,6.77408868,0.238,nan,nan,nan,5985.0,1.11,1.08
Kepler-66 b,Kepler-66,17.815815,0.25,nan,nan,nan,5962.0,0.97,1.04
Kepler-1052 b,Kepler-1052,34.8538276,0.261,nan,nan,nan,5888.0,1.03,1.03
