pl_name,hostname,pl_orbper,pl_radj,pl_bmassj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass
HD 13724 c,HD 13724,142.22895,nan,0.16,0.651,nan,nan,nan,1.0
HD 140901 b,HD 140901,9.02378,nan,0.049,0.472,nan,nan,nan,0.99
HD 140901 c,HD 140901,14386.0,nan,1.8,0.77,nan,nan,nan,1.06
HD 142 A d,HD 142,108.45299,nan,0.26,0.13,nan,nan,nan,1.21
HD 144899 b,HD 144899,40.43914,nan,0.064,0.821,nan,nan,nan,1.16
HD 149806 b,HD 149806,16521.52778,nan,12.597,0.357,nan,nan,nan,0.93
HD 151450 b,HD 151450,21.89288,nan,0.121,0.496,nan,nan,nan,1.14
HD 151450 c,HD 151450,18144.76236,nan,5.148,0.138,nan,nan,nan,1.14
HD 153557 b,HD 153557,7.29903,nan,0.064,0.065,nan,nan,nan,0.79
HD 153557 c,HD 153557,15.27018,nan,0.055,0.511,nan,nan,nan,0.79
HD 153557 d,HD 153557,40654.64809,nan,27.454,0.152,nan,nan,nan,0.79
HD 155918 b,HD 155918,1.87567,nan,0.024,0.194,nan,nan,nan,1.03
HD 155918 c,HD 155918,17202.19446,nan,5.909,0.071,nan,nan,nan,1.03
HD 156098 b,HD 156098,21.85849,nan,0.05,0.109,nan,nan,nan,1.29
HD 156098 c,HD 156098,7841.5839,nan,5.228,0.391,nan,nan,nan,1.29
HD 168863 b,HD 168863,14773.93272,nan,6.78,0.187,nan,nan,nan,0.8
HD 16905 b,HD 16905,10256.0,nan,11.3,0.68,nan,nan,nan,0.85
HD 18143 b,HD 18143,10.2851,nan,0.034,0.224,nan,nan,nan,0.85
HD 18143 c,HD 18143,28982.41764,nan,9.998,0.194,nan,nan,nan,0.85
Kepler-915 b,Kepler-915,4.59489604,0.134,nan,nan,nan,6173.0,1.38,1.21
HD 188641 b,HD 188641,14583.81038,nan,29.365,0.034,nan,nan,nan,1.07
HD 190228 b,HD 190228,1143.59858,nan,5.03,0.559,nan,nan,nan,1.42
HD 194490 b,HD 194490,13092.18348,nan,11.207,0.251,nan,nan,nan,1.06
HD 199509 b,HD 199509,99.62167,nan,0.136,0.373,nan,nan,nan,1.04
HD 204313 e,HD 204313,7325.64666,nan,15.317,0.253,nan,nan,nan,1.03
HD 205158 b,HD 205158,25.33798,nan,0.392,0.145,nan,nan,nan,1.16
HD 213519 b,HD 213519,11.12214,nan,0.029,0.413,nan,nan,nan,1.05
HD 217786 c,HD 217786,2.52221,nan,0.023,0.399,nan,nan,nan,1.14
HD 217958 b,HD 217958,2560.19774,nan,0.524,0.156,nan,nan,nan,1.08
HD 25912 b,HD 25912,41.83156,nan,0.12,0.05,nan,nan,nan,1.08
Kepler-916 b,Kepler-916,32.2968798,0.157,nan,nan,nan,5248.0,0.81,0.85
HD 25912 c,HD 25912,26308.65619,nan,16.527,0.051,nan,nan,nan,1.08
HD 28185 c,HD 28185,17417.92079,nan,19.639,0.12,nan,nan,nan,0.99
HD 28192 b,HD 28192,14.23283,nan,0.314,0.104,nan,nan,nan,1.08
HD 29985 b,HD 29985,20608.14049,nan,5.473,0.261,nan,nan,nan,0.75
HD 43197 c,HD 43197,9295.9735,nan,7.868,0.149,nan,nan,nan,0.96
HD 457 b,HD 457,20324.58153,nan,26.572,0.565,nan,nan,nan,1.15
HD 56957 b,HD 56957,5859.08992,nan,5.918,0.273,nan,nan,nan,1.03
HD 62364 b,HD 62364,5138.0,nan,18.77,0.607,nan,6255.0,1.4,1.16
HD 62364 c,HD 62364,74839.94555,nan,24.93,0.773,nan,nan,nan,1.19
HD 62549 b,HD 62549,14306.88519,nan,8.519,0.15,nan,nan,nan,1.08
Kepler-50 b,Kepler-50,7.81254,0.153,nan,nan,nan,6225.0,1.58,1.24
HD 72659 c,HD 72659,18207.72098,nan,18.806,0.091,nan,nan,nan,1.09
HD 73267 c,HD 73267,17071.78045,nan,5.131,0.089,nan,nan,nan,0.93
HD 80883 b,HD 80883,6383.78352,nan,5.5,0.203,nan,nan,nan,0.88
HD 80913 b,HD 80913,10839.83341,nan,23.614,0.313,nan,nan,nan,1.11
HD 81817 c,HD 81817,622.97802,nan,22.609,0.095,nan,nan,nan,4.3
HD 86065 b,HD 86065,25775.78859,nan,9.053,0.219,nan,nan,nan,0.81
HD 88072 b,HD 88072,18538.79293,nan,7.903,0.156,nan,nan,nan,1.04
HD 93351 b,HD 93351,2.45946,nan,0.011,0.549,nan,nan,nan,0.94
HD 93351 c,HD 93351,14010.2941,nan,13.07,0.109,nan,nan,nan,0.94
HD 97037 b,HD 97037,6449.08337,nan,21.105,0.357,nan,nan,nan,1.06
GJ 2030 b,GJ 2030,2.38129,nan,0.015,0.239,nan,nan,nan,0.96
GJ 2030 c,GJ 2030,25533.11353,nan,12.803,0.041,nan,nan,nan,0.96
GJ 3222 b,GJ 3222,10.66669,nan,0.036,0.929,nan,nan,nan,0.89
GJ 680 b,GJ 680,17281.66514,nan,25.1,0.381,nan,nan,nan,0.46
GJ 9714 b,GJ 9714,19240.75467,nan,9.403,0.155,nan,nan,nan,0.67
HD 115404 A b,HD 115404 A,10.49488,nan,0.097,0.232,nan,nan,nan,0.83
HD 115404 A c,HD 115404 A,15319.22517,nan,10.319,0.211,nan,nan,nan,0.83
HD 12235 b,HD 12235,4.36305,nan,0.033,0.376,nan,nan,nan,1.1
HD 12235 c,HD 12235,36336.70679,nan,9.866,0.174,nan,nan,nan,1.1
HD 203387 b,HD 203387,512.5352,nan,3.48,0.732,nan,nan,nan,2.82
Kepler-408 b,Kepler-408,2.46502,0.073,0.01573,nan,nan,6104.0,1.23,1.08
HD 203387 c,HD 203387,2481.07227,nan,7.485,0.202,nan,nan,nan,2.82
HIP 19976 b,HIP 19976,50.65905,nan,0.068,0.304,nan,nan,nan,0.67
HIP 35965 b,HIP 35965,26125.56497,nan,8.149,0.138,nan,nan,nan,0.78
HIP 55507 b,HIP 55507,5138.43727,nan,8.135,0.362,nan,nan,nan,0.65
HIP 948 b,HIP 948,24955.45756,nan,20.6,0.23,nan,nan,nan,0.71
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,nan,nan,2.2,nan,nan,nan,nan,0.57
TOI-5799 b,TOI-5799,4.1646632,0.166,nan,nan,nan,3521.0,0.34,0.33
HD 184010 b,HD 184010,286.6,nan,0.31,0.0,nan,4971.0,4.86,1.35
HD 184010 c,HD 184010,484.3,nan,0.3,0.0,nan,4971.0,4.86,1.35
HD 184010 d,HD 184010,836.4,nan,0.45,0.0,nan,4971.0,4.86,1.35
KIC 3526061 b,KIC 3526061,3552.0,nan,18.15,0.85,nan,4829.0,5.86,1.42
NGTS-21 b,NGTS-21,1.5433897,1.33,2.36,0.0,1357.0,4660.0,0.86,0.72
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,nan,nan,0.73,nan,nan,nan,nan,0.48
HD 3167 e,HD 3167,96.63,nan,0.02646,0.15,nan,5261.0,0.88,0.84
TOI-5803 b,TOI-5803,5.38305,0.292,nan,nan,678.87,5134.0,0.76,0.87
Kepler-76 b,Kepler-76,1.5449298,1.36,2.01,nan,2140.0,6409.0,1.32,1.2
TOI-969 c,TOI-969,1700.0,nan,11.3,0.628,96.4,4435.0,0.67,0.73
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,nan,nan,0.046,nan,nan,nan,nan,0.45
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,nan,nan,0.1,nan,nan,nan,nan,0.32
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,nan,nan,0.38,nan,nan,nan,nan,0.57
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,nan,nan,0.12,nan,nan,nan,nan,0.08
Kepler-1762 b,Kepler-1762,29.53910065,0.246,nan,nan,nan,6572.0,1.24,1.3
HD 206893 b,HD 206893,9350.0,1.25,28.0,0.14,1429.2,nan,nan,1.32
K2-411 b,K2-411,3.2141,0.088,nan,nan,nan,5711.0,1.38,1.02
K2-413 b,K2-413,0.8094,0.068,nan,nan,nan,4116.0,0.7,0.81
K2-413 c,K2-413,5.3301,0.11,nan,nan,nan,4116.0,0.7,0.81
K2-414 c,K2-414,6.669,0.172,nan,nan,nan,4343.0,0.73,0.81
K2-414 b,K2-414,4.3696,0.109,nan,nan,nan,4343.0,0.73,0.81
K2-412 b,K2-412,5.9382,0.189,nan,nan,nan,5590.0,0.98,0.89
Kepler-1712 b,Kepler-1712,13.81499958,0.204,nan,nan,nan,3732.0,0.51,0.52
Kepler-923 b,Kepler-923,6.93366476,0.123,nan,nan,nan,5988.0,1.26,1.11
NGTS-23 b,NGTS-23,4.0764326,1.267,0.613,0.0,1327.0,6057.0,1.24,1.01
NGTS-25 b,NGTS-25,2.823093,1.023,0.639,0.0,1101.0,5321.0,0.86,0.91
HD 191939 g,HD 191939,284.0,nan,0.04248,0.03,278.0,5348.0,0.94,0.81
Kepler-924 b,Kepler-924,61.0370117,0.274,nan,nan,nan,6167.0,1.23,1.14
Kepler-1763 b,Kepler-1763,1.48028004,0.102,nan,nan,nan,5897.0,1.26,1.03
Kepler-4 b,Kepler-4,3.21346,0.357,0.077,0.0,1650.0,5857.0,1.49,1.22
Kepler-925 b,Kepler-925,33.8678531,0.209,nan,nan,nan,4673.0,0.72,0.77
HD 167768 b,HD 167768,20.6532,nan,0.85,0.149,nan,4851.0,9.7,1.08
HD 114082 b,HD 114082,109.75,1.0,8.0,0.395,nan,6651.0,1.49,1.47
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,nan,nan,5.52,nan,nan,nan,nan,0.56
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,nan,nan,0.11,nan,nan,nan,nan,0.27
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,nan,nan,0.07,nan,nan,nan,nan,0.14
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,nan,nan,18.0,nan,nan,nan,nan,0.9
HD 206893 c,HD 206893,2090.0,1.46,12.7,0.41,1181.9,nan,nan,1.32
Kepler-926 b,Kepler-926,52.0688601,0.206,nan,nan,nan,5806.0,1.01,1.01
TOI-1136 b,TOI-1136,4.1727,nan,0.01101,0.027,1216.0,5770.0,0.97,1.02
TOI-1136 g,TOI-1136,39.545,nan,0.01762,0.04,574.0,5770.0,0.97,1.02
TOI-6002 b,TOI-6002,10.904821,0.147,nan,0.15,321.4,3229.0,0.24,0.21
TOI-6008 b,TOI-6008,0.8574347,0.092,0.01259,nan,707.0,3075.0,0.24,0.23
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,nan,nan,3.67,nan,nan,nan,nan,0.63
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,nan,nan,4.57,nan,nan,nan,nan,0.74
GJ 1002 b,GJ 1002,10.3465,nan,0.0034,nan,230.9,3024.0,0.14,0.12
GJ 1002 c,GJ 1002,21.202,nan,0.00428,nan,181.7,3024.0,0.14,0.12
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,nan,nan,0.21,nan,nan,nan,nan,0.56
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,nan,nan,0.45307,nan,nan,nan,nan,0.35
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,nan,nan,0.22,nan,nan,nan,nan,0.14
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,nan,nan,0.25,nan,nan,nan,nan,0.14
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,nan,nan,0.03555,nan,nan,nan,nan,0.23
Kepler-138 e,Kepler-138,38.23,nan,0.00135,0.112,292.0,3841.0,0.54,0.54
TOI-1288 c,TOI-1288,416.0,nan,0.26964,0.0,nan,5388.0,0.96,0.96
nu Oct A b,nu Oct A,417.0,nan,2.4,0.11,nan,4860.0,5.81,1.61
GJ 1151 c,GJ 1151,389.7,nan,0.03341,nan,nan,3280.0,0.18,0.16
TOI-6029 b,TOI-6029,5.7987,1.284,1.635,0.091,nan,6223.0,2.34,1.55
TOI-6034 b,TOI-6034,2.576184,1.063,0.798,0.04,714.0,3635.0,0.49,0.51
Kepler-927 b,Kepler-927,9.1149903,0.153,nan,nan,nan,5743.0,0.99,0.99
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,nan,nan,3.43,nan,nan,nan,nan,0.92
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,nan,nan,10.22,nan,nan,nan,nan,0.92
TOI-1669 b,TOI-1669,500.0,nan,0.60095,0.0,nan,5497.0,1.06,0.99
TOI-1694 c,TOI-1694,393.1,nan,0.93447,0.0,nan,5058.0,0.8,0.85
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,nan,nan,0.01114,nan,nan,nan,nan,0.41
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,nan,nan,0.01759,nan,nan,nan,nan,0.34
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,nan,nan,0.01469,nan,nan,nan,nan,0.74
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,nan,nan,0.01633,nan,nan,nan,nan,0.32
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,nan,nan,0.01284,nan,nan,nan,nan,0.25
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,nan,nan,0.01658,nan,nan,nan,nan,0.38
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,nan,nan,0.0073,nan,nan,nan,nan,0.41
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,nan,nan,0.0078,nan,nan,nan,nan,0.61
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,nan,nan,0.02895,nan,nan,nan,nan,0.7
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,nan,nan,0.05129,nan,nan,nan,nan,0.63
Kepler-1764 b,Kepler-1764,70.46829987,0.406,nan,nan,nan,6461.0,1.13,1.16
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,nan,nan,0.06324,nan,nan,nan,nan,0.47
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,nan,nan,0.11673,nan,nan,nan,nan,0.68
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,nan,nan,0.02014,nan,nan,nan,nan,0.47
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,nan,nan,0.04877,nan,nan,nan,nan,0.28
OGLE-2016-BLG-1093L b,OGLE-2016-BLG-1093L,nan,nan,0.71,nan,nan,nan,nan,0.46
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,nan,nan,0.01432,nan,nan,nan,nan,0.37
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,nan,nan,0.05994,nan,nan,nan,nan,0.24
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,nan,nan,0.19278,nan,nan,nan,nan,0.42
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,nan,nan,0.45,nan,nan,nan,nan,0.36
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,nan,nan,0.19,nan,nan,nan,nan,0.3
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,nan,nan,4.05,nan,nan,nan,nan,0.79
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,nan,nan,0.28,nan,nan,nan,nan,0.47
Kepler-928 b,Kepler-928,3.9324613,0.142,nan,nan,nan,4700.0,0.7,0.73
TOI-6054.01,TOI-6054,7.49299142,0.236,nan,nan,nan,6112.0,1.61,1.15
TOI-6054.02,TOI-6054,12.57499803,0.256,nan,nan,nan,6112.0,1.61,1.15
Kepler-929 b,Kepler-929,0.92103214,0.099,nan,nan,nan,5869.0,1.02,1.01
Wolf 1069 b,Wolf 1069,15.564,nan,0.00396,nan,250.1,3158.0,0.18,0.17
L 363-38 b,L 363-38,8.781,nan,0.01469,nan,330.0,3129.0,0.27,0.21
AF Lep b,AF Lep,8030.0,nan,3.2,0.24,nan,6130.0,1.25,1.2
GJ 463 b,GJ 463,3448.0,nan,3.6,0.09,nan,3540.0,0.49,0.49
TIC 279401253 b,TIC 279401253,76.8,1.0,6.14,0.448,nan,5951.0,1.06,1.13
TIC 279401253 c,TIC 279401253,155.3,nan,8.02,0.254,nan,5951.0,1.06,1.13
HD 169142 b,HD 169142,nan,nan,3.0,nan,nan,nan,nan,1.85
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,nan,nan,0.26,nan,nan,nan,nan,0.09
TOI-6086 b,TOI-6086,1.3888725,0.105,nan,nan,634.0,3200.0,0.26,0.25
HD 18438 b,HD 18438,803.0,nan,21.0,0.1,nan,3860.0,88.47,1.84
TOI-1338 c,TOI-1338 A,215.79,nan,0.23723,0.037,nan,nan,1.31,1.09
Kepler-314 c,Kepler-314,5.960392,0.259,nan,nan,nan,5378.0,0.95,nan
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,nan,nan,0.12016,nan,nan,nan,nan,0.22
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,nan,nan,1.26,nan,nan,nan,nan,0.38
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,nan,nan,0.9,nan,nan,nan,nan,0.2
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,nan,nan,1.3,nan,nan,nan,nan,0.63
K2-415 b,K2-415,4.0179694,0.091,0.0236,nan,412.4,3173.0,0.2,0.16
WASP-84 c,WASP-84,1.4468849,0.174,0.048,nan,1329.0,nan,0.77,0.85
PZ Tel b,PZ Tel,44000.0,nan,27.0,0.52,nan,nan,nan,1.36
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,nan,nan,1.45,nan,nan,nan,nan,0.51
KMT-2018-BLG-0087L b,KMT-2018-BLG-0087L,nan,nan,0.23,nan,nan,nan,nan,0.1
KMT-2018-BLG-0247L b,KMT-2018-BLG-0247L,nan,nan,2.11,nan,nan,nan,nan,0.29
Kepler-930 b,Kepler-930,71.4517775,0.19,nan,nan,nan,6335.0,1.4,1.25
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,nan,nan,0.14,nan,nan,nan,nan,0.69
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,nan,nan,1.15,nan,nan,nan,nan,0.66
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,nan,nan,0.91,nan,nan,nan,nan,0.48
Kepler-931 b,Kepler-931,8.03755877,0.119,nan,nan,nan,5241.0,0.81,0.86
Kepler-485 b,Kepler-485,3.2432598,1.286,nan,nan,nan,5958.0,1.09,1.07
Kepler-1650 b,Kepler-1650,1.53818001,0.086,nan,0.01,nan,3410.0,0.33,0.33
Kepler-1765 b,Kepler-1765,10.41889954,0.223,nan,nan,nan,5692.0,1.06,0.95
Kepler-1670 b,Kepler-1670,20.4998,0.299,nan,nan,nan,5838.0,1.52,1.05
Kepler-932 b,Kepler-932,1.9214374,0.122,nan,nan,nan,5331.0,0.84,0.87
Kepler-315 b,Kepler-315,96.101141,0.336,nan,nan,nan,5796.0,1.04,nan
Gliese 12 b,Gliese 12,12.761408,0.085,0.01218,0.5,314.6,3296.0,0.26,0.24
TOI-6255 b,TOI-6255,0.23818244,0.096,0.00453,0.0,nan,3421.0,0.37,0.35
Kepler-933 b,Kepler-933,14.20443009,0.219,nan,nan,nan,5346.0,0.84,0.87
HIP 99770 b,HIP 99770,18600.0,nan,16.1,0.25,nan,8000.0,nan,1.85
Kepler-68 e,Kepler-68,3455.0,nan,0.272,0.33,nan,5847.0,1.26,1.06
Kepler-454 d,Kepler-454,4073.0,nan,2.31,0.089,nan,5687.0,1.07,1.03
K2-312 c,HD 80653,921.2,nan,5.41,0.853,nan,5959.0,1.22,1.18
Kepler-10 d,Kepler-10,151.04,nan,0.0399,0.26,nan,5708.0,1.06,0.91
Kepler-934 b,Kepler-934,55.6738309,0.186,nan,nan,nan,5001.0,0.77,0.81
Kepler-104 c,Kepler-104,23.668205,0.279,nan,nan,nan,5711.0,1.35,nan
Kepler-507 b,Kepler-507,3.56809693,0.116,nan,nan,nan,6113.0,1.32,1.16
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,4700.0,nan,1.1,nan,nan,nan,nan,0.58
WISE J033605.05-014350.4 b,WISE J033605.05-014350.4,2560.0,nan,8.25,nan,325.0,415.0,nan,0.01
OGLE-2018-BLG-1126L b,OGLE-2018-BLG-1126L,nan,nan,0.056,nan,nan,nan,nan,0.69
OGLE-2018-BLG-1647L b,OGLE-2018-BLG-1647L,nan,nan,0.97,nan,nan,nan,nan,0.09
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,nan,nan,0.95,nan,nan,nan,nan,0.28
OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,nan,nan,0.89,nan,nan,nan,nan,0.72
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,nan,nan,0.2,nan,nan,nan,nan,0.16
TOI-815 c,TOI-815,34.976145,0.234,0.07394,0.22,469.0,4869.0,0.77,0.78
WASP-193 b,WASP-193,6.2463345,1.464,0.139,0.056,1254.0,6078.0,1.24,1.06
Kepler-316 c,Kepler-316,6.827766,0.103,nan,nan,nan,4204.0,0.52,nan
LP 791-18 d,LP 791-18,2.753436,0.092,0.00283,0.0015,395.5,2960.0,0.18,0.14
Kepler-1766 b,Kepler-1766,105.0149994,0.203,nan,nan,nan,5868.0,1.04,0.92
Kepler-935 b,Kepler-935,4.88083852,0.12,nan,nan,nan,4830.0,0.73,0.78
Kepler-936 b,Kepler-936,10.56134221,0.129,nan,nan,nan,5482.0,0.89,0.92
Kepler-937 b,Kepler-937,67.668827,0.332,nan,nan,nan,6095.0,1.22,1.15
Kepler-1767 b,Kepler-1767,59.65829849,0.269,nan,nan,nan,5243.0,0.83,0.89
Kepler-938 b,Kepler-938,52.6298417,0.198,nan,nan,nan,5533.0,0.89,0.92
Kepler-939 b,Kepler-939,14.878296,0.156,nan,nan,nan,5471.0,0.85,0.88
Kepler-940 b,Kepler-940,59.6225257,0.298,nan,nan,nan,5769.0,0.96,0.97
Kepler-941 b,Kepler-941,17.42395198,0.275,nan,nan,nan,5539.0,0.86,0.89
Kepler-917 b,Kepler-917,2.97041437,0.17,nan,nan,nan,5418.0,0.76,0.8
NGTS-33 b,NGTS-33,2.827972,1.64,3.63,0.0,1991.0,7437.0,1.47,1.6
Kepler-918 b,Kepler-918,4.85386933,0.155,nan,nan,nan,6028.0,1.14,1.11
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,nan,nan,0.04845,nan,nan,nan,nan,0.53
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,nan,nan,1.81,nan,nan,nan,nan,0.7
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,nan,nan,0.094,nan,nan,nan,nan,0.39
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,nan,nan,1.16,nan,nan,nan,nan,0.34
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,nan,nan,7.12,nan,nan,nan,nan,0.91
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,nan,nan,3.34,nan,nan,nan,nan,0.66
HD 207496 b,HD 207496,6.441008,0.201,0.01919,0.231,743.0,4819.0,0.77,0.8
Kepler-919 b,Kepler-919,11.04603384,0.201,nan,nan,nan,6113.0,1.21,1.15
K2-416 b,K2-416,13.102,0.237,5.2,nan,447.0,3746.0,0.55,0.55
K2-417 b,K2-417,6.535,0.295,2.2,nan,558.0,3861.0,0.58,0.57
MOA-2020-BLG-208L b,MOA-2020-BLG-208L,nan,nan,0.14473,nan,nan,nan,nan,0.43
HD 167677 b,HD 167677,1820.0,nan,2.85,0.182,nan,5474.0,nan,0.96
HD 89839 b,HD 89839,3441.0,nan,5.01,0.187,nan,6314.0,nan,1.21
HD 165131 b,HD 165131,2342.6,nan,18.7,0.6708,nan,5870.0,nan,1.06
HD 15906 c,HD 15906,21.583298,0.261,nan,0.04,532.0,4757.0,0.76,0.79
TOI-4010 e,TOI-4010,762.0,nan,2.17728,0.26,174.0,4960.0,0.83,0.88
GJ 328 c,GJ 328,241.8,nan,0.06733,nan,nan,3897.0,0.63,0.65
HIP 54597 b,HIP 54597,3274.0,nan,2.4,0.03,nan,nan,nan,0.8
BD-210397 b,BD-210397,1891.0,nan,0.7,0.1,nan,4051.0,0.75,0.68
BD-210397 c,BD-210397,6240.0,nan,4.8,0.43,nan,nan,nan,0.69
HD 74698 b,HD 74698,15.017,nan,0.07,0.1,nan,5783.0,1.33,1.04
HD 74698 c,HD 74698,3449.0,nan,0.4,0.2,nan,5783.0,1.33,1.04
HD 94771 b,HD 94771,2164.0,nan,0.53,0.39,nan,5631.0,1.9,1.2
TOI-2018 b,TOI-2018,7.435583,0.202,0.02895,0.0,nan,4174.0,0.62,0.57
Kepler-1759 b,Kepler-1759,3.7202301,0.081,nan,nan,nan,5017.0,0.8,0.76
Kepler-313 b,Kepler-313,14.970418,0.226,nan,nan,nan,5727.0,1.54,nan
Kepler-1760 b,Kepler-1760,38.3260994,0.204,nan,nan,nan,5229.0,0.9,0.82
Kepler-1761 b,Kepler-1761,4.04354,0.124,nan,nan,nan,3871.0,0.53,0.57
Kepler-920 b,Kepler-920,6.53192704,0.216,nan,nan,nan,5403.0,0.85,0.89
Kepler-921 b,Kepler-921,51.300634,0.256,nan,nan,nan,5663.0,0.91,0.93
rho CrB d,rho CrB,282.2,nan,0.06796,0.0,nan,5817.0,1.34,0.95
rho CrB e,rho CrB,12.949,nan,0.01192,0.126,nan,5817.0,1.34,0.95
TOI-1634 c,TOI-1634,103.0,nan,nan,0.0,nan,3472.0,0.45,0.45
HD 22946 d,HD 22946,47.42489,0.233,0.0836,nan,546.0,6169.0,1.12,1.1
HIP 81208 C b,HIP 81208 C,104100.0,nan,14.8,nan,2050.0,nan,nan,0.14
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,nan,nan,0.0152,nan,nan,nan,nan,0.18
DMPP-4 b,DMPP-4,3.4982,nan,0.03839,0.063,nan,6400.0,1.38,1.25
TOI-1470 c,TOI-1470,18.08816,0.22,0.02278,0.5,373.0,3709.0,0.47,0.47
GJ 367 c,GJ 367,11.5301,nan,0.01299,0.09,nan,3522.0,0.46,0.46
GJ 367 d,GJ 367,34.369,nan,0.01897,0.14,nan,3522.0,0.46,0.46
HN Lib b,HN Lib,36.116,nan,0.01718,0.079,234.4,3347.0,0.3,0.29
TOI-1052 c,TOI-1052,35.806,nan,0.10792,0.237,719.0,6146.0,1.26,1.2
HD 6860 b,HD 6860,663.87,nan,28.26,0.28,nan,3802.0,86.4,2.49
HD 112300 b,HD 112300,466.63,nan,15.83,0.36,nan,3657.0,65.8,1.4
Kepler-922 b,Kepler-922,0.93846683,0.127,nan,nan,nan,5671.0,0.93,0.95
Kepler-943 b,Kepler-943,49.7701438,0.529,nan,nan,nan,5612.0,0.91,0.93
Kepler-945 b,Kepler-945,31.0033814,0.235,nan,nan,nan,5718.0,0.97,0.97
HD 36384 b,HD 36384,490.0,nan,6.6,0.2,nan,3940.0,38.4,1.14
MWC 758 c,MWC 758,nan,nan,nan,nan,500.0,nan,nan,1.5
Kepler-944 b,Kepler-944,43.3167737,0.235,nan,nan,nan,5409.0,0.83,0.86
TOI-4600 c,TOI-4600,482.8191,0.841,9.27,0.21,191.0,5170.0,0.81,0.89
Kepler-942 b,Kepler-942,44.96417488,0.19,nan,nan,nan,4861.0,0.75,0.81
Kepler-120 c,Kepler-120,12.794585,0.136,nan,nan,nan,4096.0,0.53,nan
TOI-198 b,TOI-198,10.2152,0.128,nan,nan,368.0,3650.0,0.44,0.47
HD 73256 c,HD 73256,2690.0,nan,16.0,0.16,nan,nan,nan,1.0
HD 75302 b,HD 75302,4356.0,nan,5.4,0.39,nan,nan,nan,1.06
