MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,PLX_VALUE,PMRA,PMDEC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,SP_TYPE,FLUX_V,SCRIPT_NUMBER_ID
WASP-142b,09 22 01.5337,-23 56 46.205,14,14,0.011,0.011,90,A,O,2020yCat.1350....0G,1.413,-15.761,15.383,0.014,0.012,90,,,0
HD 181433b,19 25 09.5666,-66 28 07.676,14,14,0.011,0.016,90,A,O,2020yCat.1350....0G,37.051,-230.723,235.806,0.013,0.019,90,,,0
Kepler-1051b,19 40 37.9434,+40 53 55.841,14,14,0.009,0.009,90,A,O,2020yCat.1350....0G,1.183,1.525,-6.102,0.012,0.012,90,,,0
HD 134060c,15 10 44.7430,-61 25 20.360,14,14,0.012,0.017,90,A,O,2020yCat.1350....0G,41.620,-185.606,-12.142,0.019,0.026,90,,,0
BD-19  4086d,15 21 55.1983,-20 13 53.990,14,14,0.016,0.016,90,A,O,2020yCat.1350....0G,14.772,-20.031,-30.963,0.021,0.020,90,,,0
HD   8326b,01 22 07.6136,-26 53 35.157,14,14,0.018,0.012,90,A,O,2020yCat.1350....0G,32.565,-58.320,-224.943,0.026,0.015,90,,,0
Kepler-1406b,19 28 19.6607,+38 54 54.078,14,14,0.027,0.037,90,A,O,2020yCat.1350....0G,1.117,-6.721,-17.434,0.036,0.046,90,,,0
HD 205739b,21 38 08.4040,-31 44 14.938,14,14,0.021,0.015,90,A,O,2020yCat.1350....0G,10.761,21.833,-82.314,0.021,0.018,90,,,0
Kepler-262b,19 22 54.8798,+37 15 09.600,14,14,0.012,0.012,90,A,O,2020yCat.1350....0G,1.593,9.358,-2.154,0.015,0.015,90,,,0
HD  10180f,01 37 53.5772,-60 30 41.482,14,14,0.013,0.013,90,A,O,2020yCat.1350....0G,25.661,-14.303,8.058,0.017,0.016,90,,,0
Kepler-307c,19 51 10.8252,+40 25 03.669,14,14,0.011,0.012,90,A,O,2020yCat.1350....0G,1.715,-1.978,-10.602,0.016,0.017,90,,,0
Kepler-665b,19 48 06.1450,+48 28 42.909,14,14,0.021,0.026,90,A,O,2020yCat.1350....0G,1.641,-1.483,-4.414,0.031,0.032,90,,,0
Kepler-212c,19 10 28.9990,+43 08 29.978,14,14,0.011,0.011,90,A,O,2020yCat.1350....0G,1.436,-2.153,-8.514,0.015,0.014,90,,,0
* tau Cet h,01 44 04.0831,-15 56 14.927,14,14,0.119,0.083,90,A,O,2020yCat.1350....0G,273.810,-1721.728,854.963,0.181,0.088,90,,,0
TOI-462b,02 25 06.3233,+01 19 25.375,10,10,18.000,18.000,90,B,O,2012yCat.1322....0Z,,29.600,-39.300,0.800,1.100,90,,,0
Kepler-554b,19 45 37.6382,+51 21 29.346,14,14,0.013,0.014,90,A,O,2020yCat.1350....0G,1.428,10.434,9.725,0.017,0.017,90,,,0
Kepler-186f,19 54 36.6535,+43 57 18.025,14,14,0.014,0.016,90,A,O,2020yCat.1350....0G,5.634,2.171,-4.363,0.018,0.020,90,,,0
EPIC 211800191.01,08 51 32.3504,+17 19 11.353,14,14,0.016,0.008,90,A,O,2020yCat.1350....0G,2.589,-13.913,16.649,0.019,0.013,90,,,0
HD 220773b,23 26 27.4448,+08 38 37.841,14,14,0.020,0.014,90,A,O,2020yCat.1350....0G,19.780,27.096,-222.458,0.026,0.017,90,,,0
Kepler-1190b,18 59 59.9103,+49 28 47.931,14,14,0.014,0.015,90,A,O,2020yCat.1350....0G,2.878,4.774,-7.086,0.018,0.018,90,,,0
TOI-2416b,03 49 21.3273,-60 47 13.710,14,14,0.013,0.014,90,A,O,2020yCat.1350....0G,1.791,8.744,-10.259,0.016,0.020,90,,,0
Kepler-386b,19 19 26.1285,+48 41 37.838,14,14,0.023,0.025,90,A,O,2020yCat.1350....0G,1.167,7.266,-8.454,0.033,0.033,90,,,0
Kepler-261c,19 25 27.5414,+37 36 33.031,14,14,0.009,0.011,90,A,O,2020yCat.1350....0G,3.146,-4.176,14.765,0.012,0.013,90,,,0
Kepler-356c,19 29 41.0582,+37 40 58.110,14,14,0.010,0.012,90,A,O,2020yCat.1350....0G,1.474,4.406,-3.842,0.015,0.017,90,,,0
HD 197037b,20 39 32.9599,+42 14 54.778,14,14,0.011,0.013,90,A,O,2020yCat.1350....0G,30.229,-62.745,-222.168,0.014,0.017,90,,,0
Kepler-1600b,19 25 35.8504,+38 47 15.862,14,14,0.023,0.025,90,A,O,2020yCat.1350....0G,0.981,0.567,3.849,0.031,0.034,90,,,0
Kepler-1686b,19 26 25.6192,+42 02 09.417,14,14,0.009,0.011,90,A,O,2020yCat.1350....0G,1.372,-4.835,6.773,0.013,0.013,90,,,0
Kepler-670b,19 48 03.7152,+49 13 31.134,14,14,0.015,0.017,90,A,O,2020yCat.1350....0G,1.049,-2.426,-3.782,0.021,0.024,90,,,0
TOI-148b,22 33 16.9634,-38 09 34.979,14,14,0.011,0.012,90,A,O,2020yCat.1350....0G,2.441,22.357,-25.975,0.016,0.014,90,,,0
Kepler-169c,19 03 59.9740,+40 55 09.611,14,14,0.011,0.013,90,A,O,2020yCat.1350....0G,2.417,5.014,10.603,0.016,0.018,90,,,0
Kepler-440b,19 01 23.9947,+41 27 08.091,14,14,0.018,0.018,90,A,O,2020yCat.1350....0G,3.285,15.356,28.318,0.022,0.023,90,,,0
Kepler-406c,19 27 23.5375,+44 58 05.726,14,14,0.009,0.009,90,A,O,2020yCat.1350....0G,2.743,16.976,5.433,0.011,0.011,90,,,0
EPIC 211799258.01,08 32 59.0669,+17 18 23.443,14,14,0.041,0.030,90,A,O,2020yCat.1350....0G,5.438,-35.128,-12.487,0.048,0.035,90,,,0
Kepler-1337b,19 08 02.1895,+46 47 46.028,14,14,0.026,0.028,90,A,O,2020yCat.1350....0G,1.644,-0.918,0.884,0.041,0.038,90,,,0
Kepler-54b,19 39 05.7418,+43 03 22.599,14,14,0.022,0.027,90,A,O,2020yCat.1350....0G,3.710,0.045,-18.609,0.029,0.033,90,,,0
K2-333b,09 07 09.4325,+15 12 20.603,14,14,0.016,0.011,90,A,O,2020yCat.1350....0G,2.848,-6.102,-10.797,0.021,0.015,90,,,0
WASP-157b,13 26 37.2696,-08 19 03.351,14,14,0.022,0.014,90,A,O,2020yCat.1350....0G,2.942,-31.629,-8.763,0.031,0.015,90,,,0
WASP-135b,17 49 08.3938,+29 52 44.741,14,14,0.010,0.011,90,A,O,2020yCat.1350....0G,3.330,-18.110,-12.115,0.013,0.015,90,,,0
Kepler-1460b,19 02 13.8775,+44 00 38.815,14,14,0.024,0.027,90,A,O,2020yCat.1350....0G,1.840,-5.740,9.335,0.035,0.035,90,,,0
TOI-1838b,16 26 46.0986,+51 02 27.893,14,14,0.010,0.010,90,A,O,2020yCat.1350....0G,1.704,-5.595,11.906,0.013,0.013,90,,,0
HD 286123b,04 55 03.9626,+18 39 16.308,14,14,0.017,0.007,90,A,O,2020yCat.1350....0G,7.706,61.996,-48.141,0.023,0.017,90,,,0
Kepler-1153b,19 16 35.3273,+45 51 58.184,14,14,0.025,0.024,90,A,O,2020yCat.1350....0G,0.936,-1.970,-7.515,0.032,0.031,90,,,0
K2-153b,12 15 14.2068,+02 01 15.404,14,14,0.022,0.016,90,A,O,2020yCat.1350....0G,6.949,-75.270,-16.052,0.032,0.021,90,,,0
Kepler-266b,19 37 56.2534,+44 10 00.992,14,14,0.020,0.023,90,A,O,2020yCat.1350....0G,0.710,-1.244,-1.605,0.026,0.030,90,,,0
HD  56414b,07 11 22.4864,-68 50 00.569,14,14,0.014,0.013,90,A,O,2020yCat.1350....0G,3.735,-0.735,35.120,0.019,0.015,90,,,0
K2-311b,10 37 33.4203,+11 50 33.872,14,14,0.014,0.010,90,A,O,2020yCat.1350....0G,1.736,-38.799,1.432,0.017,0.012,90,,,0
NAME PSR J2322-2650 b,23 22 34.6400,-26 50 58.317,9,9,,,0,D,,2018MNRAS.475..469S,,,,,,0,,,0
K2-303c,22 30 28.2226,-07 58 20.648,14,14,0.017,0.015,90,A,O,2020yCat.1350....0G,3.120,57.096,-12.428,0.020,0.017,90,,,0
* G CMi b,08 02 15.9369,+02 20 04.458,14,14,0.108,0.083,90,A,O,2020yCat.1350....0G,12.523,-28.194,105.650,0.127,0.098,90,,,0
Kepler-549d,18 52 05.4816,+47 15 40.215,14,14,0.014,0.015,90,A,O,2020yCat.1350....0G,1.565,1.996,-6.503,0.018,0.018,90,,,0
HD 103197b,11 52 52.9781,-50 17 34.161,14,14,0.009,0.009,90,A,O,2020yCat.1350....0G,17.551,-80.925,7.353,0.011,0.012,90,,,0
TOI-1627b,18 18 48.2529,+45 10 19.260,14,14,0.010,0.011,90,A,O,2020yCat.1350....0G,3.396,32.658,47.057,0.013,0.016,90,,,0
K2-285c,23 17 32.2274,+01 18 01.074,14,14,0.012,0.011,90,A,O,2020yCat.1350....0G,6.437,15.064,-33.997,0.013,0.013,90,,,0
Kepler-304d,19 37 46.0342,+40 33 27.199,14,14,0.015,0.018,90,A,O,2020yCat.1350....0G,2.250,-1.123,-3.377,0.020,0.021,90,,,0
WASP-165b,23 50 19.3251,-17 04 39.289,14,14,0.016,0.012,90,A,O,2020yCat.1350....0G,1.685,27.971,-3.330,0.018,0.014,90,,,0
Kepler-1488b,19 06 35.1392,+49 56 15.843,14,14,0.009,0.010,90,A,O,2020yCat.1350....0G,1.107,1.939,9.108,0.012,0.014,90,,,0
Kepler-1523b,19 44 12.9769,+45 49 37.420,14,14,0.015,0.017,90,A,O,2020yCat.1350....0G,1.140,-0.057,-3.886,0.019,0.021,90,,,0
MOA  2010-BLG-353b,18 05 12.940,-27 17 35.64,7,7,,,0,D,,2015MNRAS.454..946R,,,,,,0,,,0
NAME L 736-30b,04 53 49.9799,-17 46 24.309,14,14,0.010,0.009,90,A,O,2020yCat.1350....0G,83.690,408.573,-644.457,0.012,0.013,90,,,0
K2-122b,08 25 54.3166,+20 21 34.445,14,14,0.014,0.010,90,A,O,2020yCat.1350....0G,13.829,-22.122,-53.355,0.015,0.011,90,,,0
K2-247c,12 35 34.4830,-10 04 09.223,14,14,0.020,0.011,90,A,O,2020yCat.1350....0G,3.795,-36.719,-11.761,0.027,0.020,90,,,0
TOI-1906b,11 13 10.2912,-17 39 27.887,14,14,0.011,0.014,90,A,O,2020yCat.1350....0G,3.250,6.122,-7.619,0.016,0.020,90,,,0
K2-16c,11 40 23.3403,+04 33 26.417,14,14,0.021,0.017,90,A,O,2020yCat.1350....0G,3.004,-6.366,21.609,0.027,0.022,90,,,0
HD 153557d,16 57 53.1786,+47 22 00.062,14,14,0.014,0.017,90,A,O,2020yCat.1350....0G,55.751,-145.669,272.173,0.019,0.024,90,,,0
WASP-186b,01 15 58.8507,+21 37 01.005,14,14,0.014,0.012,90,A,O,2020yCat.1350....0G,3.526,21.760,-9.197,0.020,0.013,90,,,0
Kepler-94c,18 44 46.7440,+47 29 49.749,14,14,0.010,0.011,90,A,O,2020yCat.1350....0G,5.248,-5.526,25.066,0.012,0.014,90,,,0
BD+00   316b,01 57 03.2039,+00 45 31.875,14,14,0.023,0.018,90,A,O,2020yCat.1350....0G,2.816,23.418,-6.844,0.037,0.023,90,,,0
Kepler-777b,18 50 53.7751,+44 20 47.308,14,14,0.026,0.030,90,A,O,2020yCat.1350....0G,2.255,7.752,8.167,0.033,0.037,90,,,0
BD+38  3583c,19 25 40.3885,+38 40 20.413,14,14,0.009,0.010,90,A,O,2020yCat.1350....0G,10.415,-28.672,-5.722,0.011,0.012,90,,,0
BD-05  5432b,21 00 06.1968,-05 05 40.034,14,14,0.014,0.008,90,A,O,2020yCat.1350....0G,19.886,33.778,-93.581,0.017,0.013,90,,,0
BD+41  4831b,23 39 05.8102,+42 27 57.505,14,14,0.015,0.013,90,A,O,2020yCat.1350....0G,3.646,-20.202,2.996,0.018,0.017,90,,,0
Kepler-229c,19 07 59.8762,+48 22 32.918,14,14,0.024,0.029,90,A,O,2020yCat.1350....0G,1.173,-1.324,-5.571,0.033,0.038,90,,,0
Kepler-1132b,19 05 28.2103,+48 25 26.160,14,14,0.020,0.023,90,A,O,2020yCat.1350....0G,1.128,-3.775,-9.996,0.026,0.030,90,,,0
NAME L 98-59 d,08 18 07.6214,-68 18 46.805,14,14,0.014,0.016,90,A,O,2020yCat.1350....0G,94.266,94.794,-340.084,0.018,0.020,90,,,0
Kepler-262c,19 22 54.8798,+37 15 09.600,14,14,0.012,0.012,90,A,O,2020yCat.1350....0G,1.593,9.358,-2.154,0.015,0.015,90,,,0
TOI-1184.01,18 08 48.9474,+60 40 41.484,14,14,0.010,0.010,90,A,O,2020yCat.1350....0G,17.077,65.056,138.044,0.012,0.012,90,,,0
K2-264c,08 45 26.0457,+19 41 54.446,14,14,0.033,0.017,90,A,O,2020yCat.1350....0G,5.553,-37.572,-13.123,0.039,0.029,90,,,0
Kepler-740b,19 05 55.7370,+46 41 32.895,14,14,0.025,0.026,90,A,O,2020yCat.1350....0G,0.648,3.032,-3.457,0.033,0.032,90,,,0
Kepler-423b,19 31 25.3755,+46 23 28.220,14,14,0.012,0.014,90,A,O,2020yCat.1350....0G,1.264,-2.001,3.698,0.016,0.017,90,,,0
HD  85390b,09 50 02.4966,-49 47 24.959,14,14,0.013,0.013,90,A,O,2020yCat.1350....0G,29.827,24.523,-60.128,0.017,0.014,90,,,0
* eps CrB b,15 57 35.2514,+26 52 40.366,14,14,0.045,0.068,90,A,O,2020yCat.1350....0G,13.492,-77.716,-60.971,0.061,0.104,90,,,0
Kepler-1806b,19 10 08.3967,+49 48 05.951,14,14,0.028,0.028,90,A,O,2020yCat.1350....0G,1.019,-5.061,-5.818,0.037,0.036,90,,,0
HD  29021b,04 37 52.2221,+60 40 34.311,14,14,0.017,0.015,90,A,O,2020yCat.1350....0G,32.385,62.078,23.430,0.018,0.018,90,,,0
Kepler-85b,19 23 53.6255,+45 17 25.088,14,14,0.016,0.017,90,A,O,2020yCat.1350....0G,1.259,-0.028,-6.137,0.019,0.022,90,,,0
CD-56   324b,01 38 25.0565,-55 46 19.525,14,14,0.011,0.010,90,A,O,2020yCat.1350....0G,6.633,96.240,20.869,0.013,0.013,90,,,0
Kepler-133b,19 49 06.7098,+48 19 13.192,14,14,0.039,0.041,90,A,O,2020yCat.1350....0G,1.456,-10.349,5.309,0.051,0.054,90,,,0
BD+53  2248b,19 28 39.9953,+53 29 14.356,14,14,0.011,0.010,90,A,O,2020yCat.1350....0G,9.222,40.681,11.146,0.016,0.013,90,,,0
K2-390b,23 42 48.5446,-09 35 18.893,14,14,0.014,0.010,90,A,O,2020yCat.1350....0G,2.171,26.740,-30.391,0.020,0.012,90,,,0
Kepler-55d,19 00 40.4013,+44 01 35.369,14,14,0.023,0.024,90,A,O,2020yCat.1350....0G,1.744,-1.664,-0.364,0.034,0.033,90,,,0
NAME G 180-18b,15 58 18.7976,+35 24 24.279,14,14,0.016,0.018,90,A,O,2020yCat.1350....0G,63.173,-143.059,318.120,0.021,0.024,90,,,0
K2-36b,11 17 47.7835,+03 51 59.005,14,14,0.014,0.013,90,A,O,2020yCat.1350....0G,9.165,-20.400,26.329,0.017,0.017,90,,,0
Kepler-194d,19 27 53.1541,+47 51 50.953,14,14,0.016,0.018,90,A,O,2020yCat.1350....0G,0.883,-7.273,-24.138,0.022,0.021,90,,,0
Kepler-1902c,19 30 57.0380,+42 00 53.251,14,14,0.037,0.033,90,A,O,2020yCat.1350....0G,2.914,-0.696,-3.013,0.049,0.043,90,,,0
Kepler-1248b,19 12 14.2231,+51 21 16.233,14,14,0.400,0.473,90,A,O,2020yCat.1350....0G,,-6.580,-12.141,0.554,0.641,90,,,0
Kepler-399b,19 58 00.4156,+40 40 14.889,14,14,0.074,0.079,90,A,O,2020yCat.1350....0G,1.106,-1.345,-8.267,0.098,0.104,90,,,0
Kepler-1149b,19 36 45.4123,+45 09 05.677,14,14,0.022,0.022,90,A,O,2020yCat.1350....0G,0.819,-5.848,-11.831,0.030,0.027,90,,,0
TOI-1899b,19 57 42.3954,+40 08 35.754,14,14,0.009,0.010,90,A,O,2020yCat.1350....0G,7.782,35.423,18.843,0.011,0.013,90,,,0
HD 125271b,14 26 35.6586,-81 27 11.917,14,14,0.021,0.020,90,A,O,2020yCat.1350....0G,25.449,-40.534,-224.144,0.026,0.027,90,,,0
WASP-98b,03 53 42.9206,-34 19 41.585,14,14,0.008,0.010,90,A,O,2020yCat.1350....0G,3.572,33.661,-12.395,0.011,0.013,90,,,0
HD 158038b,17 25 45.4358,+27 18 11.943,14,14,0.013,0.016,90,A,O,2020yCat.1350....0G,10.567,44.442,-57.021,0.018,0.021,90,,,0
K2-3c,11 29 20.3917,-01 27 17.281,14,14,0.016,0.015,90,A,O,2020yCat.1350....0G,22.737,94.116,-78.003,0.020,0.016,90,,,0
BD-11  2350b,08 25 21.0836,-11 30 03.552,14,14,0.012,0.010,90,A,O,2020yCat.1350....0G,2.808,-5.431,-0.496,0.017,0.014,90,,,0
NAME L 372-58b,03 35 59.6991,-44 30 45.730,14,14,0.026,0.028,90,A,O,2020yCat.1350....0G,272.161,745.654,-373.323,0.035,0.038,90,,,0
Kepler-593b,19 39 48.3417,+48 39 04.283,14,14,0.013,0.015,90,A,O,2020yCat.1350....0G,0.994,-4.886,-4.365,0.019,0.019,90,,,0
Kepler-173b,19 38 35.1937,+41 53 02.865,14,14,0.015,0.016,90,A,O,2020yCat.1350....0G,1.145,-4.058,-7.948,0.020,0.020,90,,,0
Kepler-238b,19 11 35.3058,+40 38 16.143,14,14,0.016,0.018,90,A,O,2020yCat.1350....0G,0.532,-0.187,-0.847,0.021,0.021,90,,,0
HD 156279c,17 12 23.2048,+63 21 07.531,14,14,0.017,0.021,90,A,O,2020yCat.1350....0G,27.676,-1.879,160.429,0.024,0.027,90,,,0
TOI-2088.01,17 25 30.0545,+75 52 56.235,14,14,0.011,0.013,90,A,O,2020yCat.1350....0G,7.864,-18.861,-1.860,0.014,0.016,90,,,0
Kepler-829b,18 49 19.8683,+42 27 49.762,14,14,0.015,0.017,90,A,O,2020yCat.1350....0G,0.934,7.950,-2.434,0.019,0.021,90,,,0
Kepler-1625b,19 41 43.0400,+39 53 11.499,14,14,0.023,0.026,90,A,O,2020yCat.1350....0G,0.455,-2.088,-4.804,0.032,0.032,90,,,0
Kepler-1681b,19 46 47.3529,+46 22 18.122,14,14,0.146,0.160,90,A,O,2020yCat.1350....0G,1.066,-4.201,-0.865,0.213,0.231,90,,,0
HD  42012b,06 09 56.4680,+34 08 07.068,14,14,0.024,0.019,90,A,O,2020yCat.1350....0G,27.232,36.405,-261.180,0.030,0.020,90,,,0
K2-391b,23 44 54.2366,-07 42 05.550,14,14,0.012,0.011,90,A,O,2020yCat.1350....0G,1.938,6.722,6.194,0.016,0.011,90,,,0
HD 132406b,14 56 54.6513,+53 22 55.806,14,14,0.016,0.018,90,A,O,2020yCat.1350....0G,14.176,-14.122,-280.330,0.019,0.023,90,,,0
Kepler-96b,19 48 16.7135,+40 31 30.523,14,14,0.009,0.011,90,A,O,2020yCat.1350....0G,8.121,32.921,13.543,0.014,0.014,90,,,0
K2-45b,11 18 31.8901,-01 46 26.945,14,14,0.028,0.024,90,A,O,2020yCat.1350....0G,1.969,-28.071,21.702,0.035,0.028,90,,,0
Kepler-9d,19 02 17.7544,+38 24 03.176,14,14,0.010,0.011,90,A,O,2020yCat.1350....0G,1.582,2.472,-14.691,0.013,0.015,90,,,0
Kepler-1644b,19 01 54.0170,+48 02 05.665,14,14,0.081,0.092,90,A,O,2020yCat.1350....0G,1.058,-3.077,-16.576,0.112,0.113,90,,,0
NAME NGC 2682 YBP 1514b,08 51 00.7628,+11 53 11.489,14,14,0.022,0.012,90,A,O,2020yCat.1350....0G,1.086,-10.844,-2.827,0.026,0.020,90,,,0
Kepler-1758b,19 51 11.2553,+39 55 16.938,14,14,0.016,0.018,90,A,O,2020yCat.1350....0G,0.654,-13.827,-7.922,0.020,0.024,90,,,0
Kepler-1580b,19 03 52.4903,+41 21 48.812,14,14,0.009,0.009,90,A,O,2020yCat.1350....0G,0.983,-0.002,-7.614,0.011,0.011,90,,,0
BD+48  2893d,19 24 07.7659,+49 02 24.928,14,14,0.009,0.011,90,A,O,2020yCat.1350....0G,6.930,-7.305,-10.454,0.012,0.013,90,,,0
HD 114729b,13 12 44.2591,-31 52 24.055,14,14,0.015,0.014,90,A,O,2020yCat.1350....0G,26.338,-199.927,-308.130,0.020,0.017,90,,,0
BD+65   902b,12 48 44.3726,+64 51 19.147,14,14,0.009,0.009,90,A,O,2020yCat.1350....0G,11.824,1.216,-10.045,0.013,0.013,90,,,0
Kepler-351c,19 05 48.6587,+42 39 28.319,14,14,0.028,0.027,90,A,O,2020yCat.1350....0G,0.867,8.539,-18.005,0.038,0.034,90,,,0
Kepler-126c,19 17 23.3505,+44 12 30.709,14,14,0.011,0.013,90,A,O,2020yCat.1350....0G,4.326,11.553,-19.958,0.015,0.015,90,,,0
BD-03  2978b,10 42 14.0836,-03 50 06.260,14,14,0.015,0.014,90,A,O,2020yCat.1350....0G,6.224,19.133,17.058,0.020,0.018,90,,,0
Kepler-48b,19 56 33.4161,+40 56 56.496,14,14,0.009,0.011,90,A,O,2020yCat.1350....0G,3.228,13.215,-20.410,0.012,0.015,90,,,0
NAME TYC 8998-760-1 c,13 25 12.1262,-64 56 20.688,14,14,0.008,0.009,90,A,O,2020yCat.1350....0G,10.612,-40.996,-17.734,0.010,0.013,90,,,0
HD 147018b,16 23 00.1478,-61 41 19.559,14,14,0.017,0.015,90,A,O,2020yCat.1350....0G,24.776,-177.896,-316.435,0.017,0.021,90,,,0
Kepler-1517b,19 11 13.7297,+43 11 19.674,14,14,0.009,0.010,90,A,O,2020yCat.1350....0G,1.110,0.705,0.554,0.013,0.014,90,,,0
K2-161b,12 15 10.5242,-03 29 44.236,14,14,0.014,0.010,90,A,O,2020yCat.1350....0G,1.143,-0.437,-16.243,0.019,0.013,90,,,0
HD 224861b,00 01 18.1800,-08 55 34.650,14,14,0.017,0.017,90,A,O,2020yCat.1350....0G,3.723,2.432,9.437,0.023,0.019,90,,,0
Kepler-305c,19 56 53.8365,+40 20 35.445,14,14,0.021,0.024,90,A,O,2020yCat.1350....0G,1.151,-11.187,-2.829,0.030,0.030,90,,,0
Kepler-79d,20 02 04.1057,+44 22 53.646,14,14,0.011,0.013,90,A,O,2020yCat.1350....0G,0.974,-0.075,-4.068,0.015,0.016,90,,,0
HD  27894b,04 20 47.0461,-59 24 39.024,14,14,0.011,0.012,90,A,O,2020yCat.1350....0G,22.889,182.473,270.012,0.012,0.017,90,,,0
Kepler-540b,19 22 30.0570,+44 52 26.212,14,14,0.009,0.011,90,A,O,2020yCat.1350....0G,2.594,-39.869,-40.016,0.013,0.016,90,,,0
Kepler-1669c,19 49 43.2898,+39 50 52.286,14,14,0.023,0.026,90,A,O,2020yCat.1350....0G,1.847,1.501,5.140,0.030,0.032,90,,,0
Kepler-1449b,19 12 55.6212,+50 34 04.378,14,14,0.017,0.018,90,A,O,2020yCat.1350....0G,0.492,-3.818,-11.221,0.022,0.023,90,,,0
K2-352c,09 21 46.8434,+18 28 10.345,14,14,0.021,0.016,90,A,O,2020yCat.1350....0G,5.615,-7.265,20.324,0.028,0.023,90,,,0
Qatar 3b,23 56 36.4832,+36 12 46.774,14,14,0.015,0.012,90,A,O,2020yCat.1350....0G,1.582,-7.868,-8.553,0.021,0.014,90,,,0
Kepler-249c,19 47 56.4240,+43 39 30.701,14,14,0.019,0.020,90,A,O,2020yCat.1350....0G,5.232,33.568,17.642,0.027,0.024,90,,,0
Kepler-1166b,19 21 23.6386,+50 54 10.221,14,14,0.014,0.014,90,A,O,2020yCat.1350....0G,1.545,0.177,-0.164,0.018,0.017,90,,,0
TOI-1410.01,22 19 31.9782,+42 33 36.971,14,14,0.009,0.010,90,A,O,2020yCat.1350....0G,13.778,-67.440,10.240,0.011,0.012,90,,,0
Kepler-283b,19 34 27.2933,+47 50 20.427,14,14,0.032,0.035,90,A,O,2020yCat.1350....0G,2.043,2.923,-16.150,0.043,0.047,90,,,0
TOI-561c,09 52 44.5491,+06 12 58.920,14,14,0.019,0.021,90,A,O,2020yCat.1350....0G,11.834,-108.504,-61.279,0.022,0.019,90,,,0
Kepler-1367b,19 13 39.9723,+47 52 43.381,14,14,0.024,0.023,90,A,O,2020yCat.1350....0G,2.501,19.785,3.193,0.030,0.029,90,,,0
Kepler-80d,19 44 27.0200,+39 58 43.594,14,14,0.015,0.018,90,A,O,2020yCat.1350....0G,2.667,-1.373,-7.207,0.020,0.024,90,,,0
K2-148c,00 58 04.2759,-00 11 35.361,14,14,0.014,0.010,90,A,O,2020yCat.1350....0G,8.034,-38.792,-23.689,0.022,0.019,90,,,0
Kepler-995b,18 58 27.7705,+39 07 51.675,14,14,0.017,0.018,90,A,O,2020yCat.1350....0G,1.619,0.823,-5.326,0.024,0.023,90,,,0
Kepler-856b,19 18 24.9203,+46 18 53.818,14,14,0.021,0.023,90,A,O,2020yCat.1350....0G,0.724,0.527,-9.241,0.031,0.032,90,,,0
BD+31  2447c,13 03 55.6466,+30 38 24.278,14,14,0.013,0.008,90,A,O,2020yCat.1350....0G,4.106,-4.960,15.722,0.014,0.011,90,,,0
HD 220689b,23 25 52.9917,-20 36 57.699,14,14,0.023,0.018,90,A,O,2020yCat.1350....0G,21.307,-15.328,-177.593,0.032,0.023,90,,,0
CD-24  6144c,07 54 10.8827,-25 18 11.422,14,14,0.006,0.009,90,A,O,2020yCat.1350....0G,56.236,-300.856,201.042,0.008,0.011,90,,,0
HD  15337b,02 27 28.3781,-27 38 06.736,14,14,0.009,0.012,90,A,O,2020yCat.1350....0G,22.292,-73.581,-211.935,0.015,0.015,90,,,0
HD   1461c,00 18 41.8676,-08 03 10.803,14,14,0.025,0.016,90,A,O,2020yCat.1350....0G,42.731,417.579,-143.900,0.033,0.024,90,,,0
EPIC 212066407.01,08 39 21.2469,+21 23 26.981,14,14,0.073,0.047,90,A,O,2020yCat.1350....0G,1.621,4.500,-17.509,0.090,0.065,90,,,0
WASP-4b,23 34 15.0857,-42 03 41.047,14,14,0.009,0.009,90,A,O,2020yCat.1350....0G,3.662,9.950,-87.620,0.012,0.010,90,,,0
BD+47  2936b,19 50 50.2472,+48 04 51.101,14,14,0.009,0.010,90,A,O,2020yCat.1350....0G,26.427,126.095,232.726,0.013,0.013,90,,,0
HD 186641b,19 45 41.2746,-00 41 47.929,14,14,0.023,0.019,90,A,O,2020yCat.1350....0G,9.837,33.160,-53.971,0.029,0.022,90,,,0
HD 122430b,14 02 22.7821,-27 25 47.192,14,14,0.174,0.220,90,A,O,2020yCat.1350....0G,6.666,-32.183,-4.637,0.230,0.300,90,,,0
Kepler-1152b,19 21 44.1715,+44 06 27.579,14,14,0.014,0.015,90,A,O,2020yCat.1350....0G,4.668,16.705,27.671,0.019,0.019,90,,,0
TOI-1908b,00 16 35.1213,-10 58 35.095,14,14,0.021,0.015,90,A,O,2020yCat.1350....0G,1.851,1.769,-1.680,0.029,0.017,90,,,0
HD 102272b,11 46 23.5354,+14 07 26.352,14,14,0.026,0.022,90,A,O,2020yCat.1350....0G,2.821,-7.359,7.750,0.028,0.024,90,,,0
BD+76   227b,06 17 07.8623,+76 12 38.809,14,14,0.008,0.009,90,A,O,2020yCat.1350....0G,12.325,59.643,55.668,0.010,0.011,90,,,0
KOI-787.03,19 43 15.8784,+51 07 18.195,14,14,0.021,0.020,90,A,O,2020yCat.1350....0G,0.727,0.943,0.921,0.027,0.025,90,,,0
