source_id,ra,dec,parallax,pmra,pmdec
5937173575285668224,250.2028530498892,-51.57843122806199,,,
5937173575285668352,250.20276709290653,-51.57784055287323,-1.2451039409370908,-5.454433093895469,-4.439300005349767
5937173575285669376,250.19453188300767,-51.57178074018712,,,
5937173575285669632,250.19428788284588,-51.571931809559956,,,
5937173575285669888,250.19511148555173,-51.56654983358187,0.3186699858974191,-2.518410768078935,-4.213584192253822
5937173575285670272,250.20085458451427,-51.564667733645415,1.7532588174171027,1.4230419774962368,-2.728795866405797
5937201440984968064,250.56416890352605,-51.27379191956015,-0.3084411098048147,-4.854464797592442,-2.087189423435242
5937201440984971136,250.57278570224784,-51.27181938892977,,,
5937201440984971264,250.5729673877032,-51.27195236717462,0.09986311951162552,-2.814490417263747,-8.758409469734115
5937201440984973056,250.5736652792071,-51.271759414448255,,,
5937201440984973184,250.5743734692276,-51.271611555817145,,,
5937201440984973568,250.57069043372147,-51.27217656201761,0.8494320191033193,-5.635389775235785,-6.34491488252541
5937201440984973696,250.56570506865714,-51.27253946140131,,,
5937201440984973824,250.5652622561471,-51.27267547533268,,,
5937201440984981504,250.5690049714829,-51.271554499338855,0.3290243682860756,0.6254417029962623,-3.893772920871684
5937201440984981632,250.5688090826094,-51.2718082854216,-0.3493347042253688,-2.7071210801084935,-5.877352473294071
5937201440984984192,250.56251177591255,-51.272505877674135,1.1061461143655178,-5.176572402929706,-6.157392080342751
5937201440984986240,250.5721826609146,-51.27070351201969,,,
5937201440984988800,250.5714748182462,-51.27020591648027,,,
5937201440984988928,250.57124068300217,-51.27054171861181,-0.14424617792700106,-5.383710718532687,-6.036742450677614
5937201440984989568,250.56080817127133,-51.27220308196658,-0.4904614737046937,-0.6483449912431936,-4.054217243824453
5937201440984992768,250.56459912164254,-51.27114307760452,,,
5937201440984993792,250.56223587930177,-51.27138799737367,-7.5857470254655714,-1.0658825307104405,-10.301036586721708
5937201440984995456,250.57244387249074,-51.26948634704714,0.016404391392619705,0.1781578936334568,-3.394781442931511
5937081662906203136,251.5791762702712,-51.60246003774273,-0.1071471326352476,-0.45562701387262083,-7.07829798404559
5937081662906203648,251.5851599809427,-51.59924383776597,0.25775699899711907,-4.41646247006188,-4.9162029360263135
5937081662906208000,251.57805933514322,-51.60198970651574,-0.9123509897506507,-1.468652603466317,-4.845336553053707
5937081662906212992,251.57713475162646,-51.601378262933885,0.8817045767970451,-0.8228810327992611,1.1177364978716708
5937081662906215808,251.5884801822881,-51.59499245223782,0.07520946867355116,-0.9220093059106229,-2.321340072212728
5937081662906224000,251.58179147279466,-51.59574305985088,0.07636350078393338,-7.928590287827013,-1.5790467766486596
5937081662906226176,251.58436154776047,-51.59394691794611,-0.1593131748995701,2.095584713780208,-3.391192412438178
5937081662906228992,251.57232259588056,-51.599300284148946,0.5519513463815928,-5.376036826491023,-5.553826831377839
